Account Owner (ID),Address / Address 1,Address / Address 2,Address / City,Address / State,Address / Country,Address / Post Code,ARR / Amount,ARR / Currency,Creation date,Domain Name / Link URL,Domain Name / Link Label,Domain Name / Secondary Links,Employees,Id,ICP,Linkedin / Link URL,Linkedin / Link Label,Linkedin / Secondary Links,Name,Last update,X / Link URL,X / Link Label,X / Secondary Links
,,,,,,,,INR,2025-01-04T12:40:22.000Z,,,[],,7e447dec-8284-41ab-afa1-f9c20d180f23,true,,,[],Som Projects,2025-01-04T12:40:22.000Z,,,[]
,,,,,,,,INR,2025-06-18T13:15:43.000Z,,,[],,d53c6fd7-524a-4a12-aec2-75db23308206,true,,,[],"SPG COMPLEX, DWARKA",2025-06-18T13:15:43.000Z,,,[]
,,,,,,,,INR,2025-04-24T13:25:59.000Z,,,[],,3bbbf5ce-f440-47ae-8cfd-68a91ca0899c,true,,,[],Sunson energy device pvt ltd,2025-04-24T13:25:59.000Z,,,[]
,,,,,,,,INR,2025-11-03T13:16:14.000Z,,,[],,175726f6-69bc-4e87-bf0d-4578f4dd9362,true,,,[],Tattva Agro Energies PVT.LTD.,2025-11-03T13:16:14.000Z,,,[]
,"D-1506, Tower D, 15th floor, Global Business park,","Sikandarpur, MG Road",Gurugram,Haryana,India,122002,,INR,2024-09-05T13:08:26.000Z,,,[],,2604894b-e8b5-4318-a67a-45e6cbb9e09a,true,,,[],TERRAMOTORS CHARGING SOLUTIONS PRIVATE LIMITED,2024-09-05T14:49:18.000Z,,,[]
,,,,,,,,INR,2025-11-19T08:16:46.000Z,,,[],,588bbe6e-c106-447f-8519-5c37f6c2cff1,true,,,[],Titan,2025-11-19T08:16:46.000Z,,,[]
,36 SHERA MOHALLA GARHI,,NEW DELHI,Delhi,India,,1916946.770,INR,2023-03-21T20:49:21.000Z,,,[],,326a35ce-f007-4bd0-8ea8-97f9229c2ee2,true,,,[],UMA KANT GARG,2024-05-01T18:09:39.000Z,,,[]
,,,,,,,,INR,2025-12-12T14:18:56.000Z,,,[],,eee7b537-dcf2-4819-9769-33fb67bf9cc5,true,,,[],Urban and Organic,2025-12-12T14:18:56.000Z,,,[]
,,,,,,,,INR,2025-05-28T14:25:27.000Z,,,[],,1eabc7f1-29c8-4a15-a898-27ddb8253731,true,,,[],VARINDERA CONSTRUCTIONS LIMITED,2025-06-12T03:14:17.000Z,,,[]
,,,,,,,,INR,2023-09-16T19:04:00.000Z,,,[],,87a20e6c-c703-42f0-ad04-3fb16837a7de,true,,,[],Vishesh Builders,2024-05-14T15:30:54.000Z,,,[]
,"WATCO CORPORATE OFFICE, GROUND FLOOR, UNNATI BHAWAN SATYA NAGAR",,BHUBANESHWAR,Odisha,India,751007,,INR,2025-04-16T13:25:03.000Z,,,[],,80bf807e-0522-4b72-9676-5ad0d45fc82f,true,,,[],Water Corporation of Orissa,2025-04-16T14:13:07.000Z,,,[]
,,,,,,,,INR,2024-07-05T14:34:48.000Z,,,[],,94d1e3a6-154f-4bc7-ac8f-b8d51e4d37e7,true,,,[],Yash Chauhan,2024-07-05T14:34:48.000Z,,,[]
,8 W Cerritos Ave #54,,Bridgeport,New Jersey,,,,INR,2024-05-01T23:13:07.000Z,https://help.zoho.com,help.zoho.com,[],,cf68712a-de27-40de-aafe-09ed6683a731,true,,,[],Zylker Corp,2024-05-14T15:30:54.000Z,,,[]
